ID,Z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z,lgOH_MEDIAN_T04,logMstar_S16,logSFR_SED_S16
367876,0.0225865,19.354681,17.025717,16.516523,16.118439,16.360565,-99.9,9.447,-1.05
699918,0.0225849,17.628492,16.160465,15.483756,15.144438,14.910913,-99.9,9.711,-0.297
895328,0.0225834,18.256937,16.987278,16.492704,16.13599,16.095528,-99.9,9.275,-0.865
779302,0.0225752,17.864147,16.218794,15.497841,15.157711,14.951792,-99.9,9.898,-0.816
672468,0.0225632,15.337051,13.343654,12.554474,12.1635,11.890897,-99.9,11.239,-0.591
612846,0.022563,17.674984,15.66974,15.145287,14.875397,14.9833145,-99.9,10.097,-0.344
583454,0.022562,16.850708,15.1680565,14.410755,14.046011,13.785067,-99.9,10.391,0.15
885368,0.0225602,16.025965,14.0716505,13.233193,12.817969,12.571976,-99.9,10.976,-0.126
131845,0.022557,17.367014,15.837685,15.071788,14.691527,14.510225,-99.9,10.129,-1.742
770926,0.0225563,16.362635,14.459106,13.693652,13.3175745,13.056077,-99.9,10.829,-0.589
631060,0.0225522,17.55566,15.760369,14.899511,14.476071,14.201281,-99.9,10.491,-0.206
265959,0.0225503,16.969982,15.709382,15.235323,15.00018,14.980356,-99.9,9.873,-0.302
833674,0.0225435,16.845692,15.031314,14.236125,13.830242,13.634783,-99.9,10.518,-2.229
265929,0.0225421,16.409607,14.590021,13.758336,13.349708,13.050963,-99.9,10.738,-0.705
886163,0.0225419,16.05455,14.051965,13.194515,12.755379,12.510919,-99.9,11.054,-0.851
781879,0.0225407,18.717127,17.63191,16.97104,16.651436,16.352468,-99.9,9.138,-0.773
631056,0.0225331,17.117567,15.442715,14.680803,14.306929,14.022674,-99.9,10.34,-1.715
14275,0.0225311,19.75083,18.386803,17.677885,17.314514,17.25479,-99.9,9.175,-3.5
781588,0.0225258,17.562857,15.668794,14.876283,14.472332,14.218087,-99.9,10.264,-1.147
631440,0.0225256,16.711946,14.938331,14.14386,13.750256,13.463761,-99.9,10.558,-0.768
857520,0.022523,16.117075,14.325993,13.521797,13.117049,12.847442,-99.9,10.835,-0.402
672506,0.0225198,16.836124,15.109188,14.302049,13.902805,13.683913,-99.9,10.572,-1.573
153811,0.0225188,19.595068,18.178219,17.445477,17.135828,16.944704,-99.9,8.995,-0.947
119669,0.0225071,18.259012,17.183756,16.856155,16.59164,16.54407,-99.9,9.352,-0.611
781898,0.0225055,17.89446,16.03928,15.3481655,14.9970875,14.80597,-99.9,9.962,-2.116
895878,0.0225042,16.394339,14.520156,13.6944475,13.239771,12.964654,-99.9,10.816,-2.19
778816,0.0225035,18.177801,16.449577,15.671441,15.296049,15.022934,-99.9,9.924,-0.815
868490,0.0225035,18.049349,16.459343,15.756647,15.42152,15.192668,-99.9,9.66,-0.586
149327,0.0225023,17.183243,15.875167,15.258618,14.950332,14.7174225,-99.9,10.057,-0.408
768567,0.0225014,17.462076,15.69538,14.866721,14.454961,14.190291,-99.9,10.278,-1.736
781930,0.0225014,18.456793,16.484604,15.744722,15.394557,15.186698,-99.9,9.782,-2.492
781569,0.0224954,17.778072,16.18125,15.398667,15.009785,14.847028,-99.9,10.144,-2.543
885903,0.0224934,17.602003,16.417095,15.601243,15.077954,14.892254,-99.9,10.2,-0.191
629375,0.0224931,17.623041,15.968598,15.299054,14.988173,14.7949505,-99.9,9.849,-0.086
885895,0.0224922,19.26125,17.769024,17.048792,16.729942,16.62821,-99.9,9.149,-1.262
275364,0.0224885,19.325953,17.745024,17.046635,16.705574,16.628815,-99.9,9.062,-1.262
885309,0.0224869,18.76232,17.37328,16.690538,16.340004,16.17298,-99.9,9.342,-1.37
885338,0.0224841,18.451015,16.718702,15.984188,15.615425,15.382954,-99.9,9.685,-1.754
672076,0.0224816,18.741316,16.962421,16.31927,16.006058,15.700361,-99.9,9.689,-1.024
634168,0.0224715,17.195045,15.411017,14.617235,14.22061,13.973225,-99.9,10.301,-0.513
150525,0.0224697,17.933952,16.705381,15.848016,15.4088335,15.116288,-99.9,10.067,-1.362
890583,0.0224678,19.00214,17.669512,17.124146,16.796667,16.819548,-99.9,9.116,-1.085
630844,0.022466,17.698584,16.428675,15.937109,15.666056,15.847169,-99.9,9.637,-0.584
779567,0.0224621,18.93832,17.259134,16.562569,16.223692,16.001453,-99.9,9.414,-1.999
885107,0.0224577,17.4119,15.663202,14.852196,14.465621,14.165405,-99.9,10.326,-2.242
902693,0.0224513,16.427036,14.684716,13.898762,13.518117,13.271941,-99.9,10.617,-0.894
612916,0.0224473,17.650959,16.266438,15.748302,15.43537,15.317106,-99.9,9.74,-0.677
897638,0.0224469,17.22497,15.670561,14.9627,14.620088,14.465741,-99.9,10.117,-0.29
890309,0.0224391,17.298847,15.719462,14.879699,14.431263,14.166902,-99.9,10.448,-0.094
14311,0.0224356,19.90058,18.200949,17.575197,17.2556,17.159483,-99.9,9.093,-2.274
885369,0.0224347,18.25008,16.79705,16.035686,15.64445,15.411322,-99.9,9.852,-1.797
885563,0.0224324,19.366396,18.058867,17.293577,16.935797,16.706959,-99.9,9.156,-2.047
630880,0.0224322,17.6295,16.049803,15.229867,14.812988,14.533028,-99.9,10.194,-0.566
827205,0.0224313,19.335896,17.706549,16.89151,16.575417,16.348621,-99.9,9.292,-1.671
408678,0.0224301,17.965319,16.142868,15.375771,14.990161,14.725905,-99.9,10.005,-0.588
131112,0.0224241,16.731518,15.187481,14.679,14.44004,14.690749,-99.9,10.099,-0.2
890608,0.0224228,15.605812,13.721585,12.888788,12.461008,12.217628,-99.9,11.139,-1.349
870159,0.0224218,17.886927,16.225914,15.557956,15.206943,14.957998,-99.9,9.768,-0.419
634177,0.0224211,16.340948,14.416789,13.510172,13.051042,12.769769,-99.9,10.904,-0.174
781807,0.0224133,18.975115,17.29732,16.600832,16.276009,16.084972,-99.9,9.284,-1.134
274673,0.0224128,17.620768,16.374321,15.617748,15.205618,14.884795,-99.9,10.114,-0.557
672397,0.0224117,19.458624,17.970993,17.31584,16.940556,16.753126,-99.9,8.996,-1.049
885373,0.0224087,18.164314,16.545538,15.838661,15.47723,15.254084,-99.9,9.747,-2.168
672088,0.0224069,18.759478,17.257317,16.609379,16.246384,16.001825,-99.9,9.307,-0.947
885565,0.0224049,18.507673,16.853842,16.05422,15.673981,15.431022,-99.9,9.802,-2.981
919661,0.0224039,17.355198,15.593817,14.799911,14.418236,14.1565895,-99.9,10.36,-2.839
782554,0.0224012,17.31999,15.648731,14.884174,14.511563,14.264626,-99.9,10.248,-1.932
634109,0.0223947,17.077026,15.289496,14.47014,14.059469,13.802385,-99.9,10.393,-0.876
869338,0.022394,16.215229,14.59772,13.917275,13.569896,13.339178,-99.9,10.561,-1.692
864672,0.0223924,16.02413,14.310816,13.567986,13.200334,12.972457,-99.9,10.726,0.033
630721,0.022392,16.492329,14.663957,13.896619,13.510976,13.321774,-99.9,10.642,-0.426
781590,0.0223901,16.136328,14.319674,13.483773,13.082187,12.821807,-99.9,10.859,-1.035
782004,0.0223843,19.441143,18.168713,17.477362,17.124626,17.000704,-99.9,9.115,-1.238
781558,0.0223828,16.897827,15.122952,14.311054,13.904344,13.63747,-99.9,10.559,-2.968
131574,0.0223788,16.950342,15.177949,14.336362,13.9297285,13.639305,-99.9,10.52,-0.451
919205,0.0223731,18.448853,16.534262,15.744933,15.359334,15.123895,-99.9,9.951,-2.639
781421,0.0223729,17.994093,16.472319,15.763767,15.409214,15.217394,-99.9,9.805,-2.982
885651,0.0223683,16.725945,14.877062,14.007521,13.571622,13.272444,-99.9,10.707,-0.48
274621,0.0223648,17.880152,16.162144,15.390497,15.01792,14.739257,-99.9,10.098,-2.699
894450,0.02236,16.21585,14.054463,13.177362,12.747514,12.472657,-99.9,11.132,-0.57
699964,0.0223329,17.840172,16.082628,15.320547,14.954584,14.6865,-99.9,10.101,-1.963
782414,0.0223327,17.370962,15.705929,14.955786,14.56824,14.3782,-99.9,10.206,-1.854
781136,0.0223283,17.827143,16.127151,15.389712,15.044798,14.794662,-99.9,10.084,-3.056
781517,0.0223251,19.089048,17.583805,16.894514,16.561909,16.316042,-99.9,9.419,-3.351
919214,0.0223251,17.078785,15.234488,14.409753,13.990886,13.709459,-99.9,10.468,-1.033
870382,0.0223221,17.265638,15.670209,14.883804,14.478772,14.16579,-99.9,10.349,0.292
131552,0.0223202,17.299368,15.938596,15.282863,14.946012,14.68789,-99.9,10.055,-0.147
828588,0.0223173,17.093056,15.386968,14.606425,14.230644,13.962188,-99.9,10.282,-0.742
14574,0.0223128,19.09588,17.867954,17.124107,16.807728,16.642174,-99.9,9.293,-1.543
606053,0.0223095,17.812084,16.539595,16.113176,15.970842,16.169203,-99.9,9.271,-0.605
408640,0.022302,17.596144,15.943122,15.21714,14.823745,14.59118,-99.9,10.024,-0.988
602674,0.0222967,17.852297,16.728914,16.356413,16.086731,16.088413,-99.9,9.308,-0.788
885356,0.0222929,18.81562,17.62284,16.921612,16.623695,16.358982,-99.9,9.237,-1.157
781923,0.0222903,18.013762,16.208683,15.43508,15.080288,14.912301,-99.9,10.082,-2.261
586600,0.0222858,17.49229,15.831932,15.049899,14.671272,14.372204,-99.9,10.176,-2.779
779247,0.0222662,16.591932,14.9719305,14.194004,13.787778,13.506616,-99.9,10.642,-0.156
772299,0.0222662,16.75485,14.925492,14.142904,13.74409,13.502233,-99.9,10.577,-1.785
781600,0.0222642,18.16439,16.394997,15.606374,15.207525,14.970944,-99.9,10.029,-3.569
863598,0.0222635,16.397951,14.787356,13.977228,13.557056,13.279101,-99.9,10.68,-0.268
582511,0.0222614,19.869299,18.04705,17.343924,17.063616,16.780245,-99.9,9.145,-1.097
266803,0.0222588,16.691805,15.571088,15.069079,14.799954,14.62841,-99.9,10.028,-0.297
781378,0.022258,18.723179,16.918383,16.170479,15.840917,15.640974,-99.9,9.789,-2.926
781544,0.0222557,17.720184,15.921538,15.126845,14.724651,14.447506,-99.9,10.204,-1.387
618852,0.0222513,19.192087,17.890282,17.187054,16.860857,16.77008,-99.9,9.205,-1.896
919656,0.0222492,18.733662,17.064043,16.269505,15.909673,15.735803,-99.9,9.741,-3.194
605689,0.0222487,16.811869,15.009405,14.400998,14.1533985,14.103011,-99.9,10.381,-0.103
132726,0.0222469,17.709412,16.014227,15.218219,14.825674,14.569697,-99.9,10.166,-1.498
780141,0.0222453,19.287006,17.932777,17.169474,16.833105,16.564651,-99.9,9.322,-3.621
781424,0.0222435,19.576145,18.073362,17.35967,17.038132,16.822884,-99.9,9.136,-3.555
779433,0.0222435,15.0927925,13.12188,12.277192,11.864903,11.633437,-99.9,11.464,-0.839
781551,0.0222407,18.150776,16.51987,15.762933,15.386213,15.123859,-99.9,9.925,-2.787
582461,0.0222349,17.10172,15.272911,14.446318,14.04207,13.744145,-99.9,10.416,-1.579
779583,0.0222331,17.95837,16.62473,16.033983,15.709996,15.467137,-99.9,9.487,-0.408
338930,0.0222317,17.95338,16.380598,15.703146,15.358789,15.150524,-99.9,9.67,-0.357
844412,0.0222315,17.78753,16.264883,15.537175,15.187212,14.9666605,-99.9,9.892,-0.514
153798,0.0222207,17.475578,15.496605,14.548824,14.052359,13.684235,-99.9,10.611,-0.637
867943,0.0222163,17.74891,16.128378,15.437573,15.084914,14.884894,-99.9,9.854,-0.133
884978,0.0222161,19.495485,18.108479,17.385279,17.036255,16.917646,-99.9,9.239,-1.477
618474,0.0222147,16.2138,14.528776,13.798164,13.4644985,13.281601,-99.9,10.773,-0.223
125560,0.0222145,17.571371,15.836597,15.076031,14.702704,14.444994,-99.9,10.186,-2.431
305087,0.0222143,15.728253,13.664625,12.793667,12.338744,12.076162,-99.9,11.223,-0.212
582528,0.0222131,18.615273,17.187574,16.483025,16.176058,15.98967,-99.9,9.389,-0.98
631061,0.0222051,19.616344,17.868324,17.187609,16.861738,16.6011,-99.9,9.118,-1.287
844083,0.0222039,17.729189,16.110163,15.506572,15.178484,14.974371,-99.9,9.864,-0.45
772473,0.0221986,16.362955,14.517232,13.672621,13.233106,12.961374,-99.9,10.872,-0.242
582451,0.0221977,17.280315,15.766173,15.14672,14.806227,14.581886,-99.9,9.914,-0.27
773332,0.0221917,18.588884,17.281336,16.613094,16.296547,16.012634,-99.9,9.487,-1.148
894485,0.0221881,16.738495,15.021098,14.263789,13.898852,13.63891,-99.9,10.467,-1.878
885374,0.0221878,16.571672,14.69534,13.85602,13.422933,13.140593,-99.9,10.745,-1.808
779438,0.0221853,19.215288,17.642376,16.93011,16.612574,16.487598,-99.9,9.242,-2.004
828431,0.0221839,16.267097,14.501541,13.720322,13.335587,13.073696,-99.9,10.692,-0.722
539699,0.0221761,17.455435,15.7433195,14.918932,14.499608,14.1672945,-99.9,10.197,-0.626
125555,0.022175,19.351667,17.779804,17.048204,16.745073,16.644064,-99.9,9.072,-1.293
630615,0.0221651,17.534746,15.710959,14.986978,14.616908,14.357012,-99.9,10.212,-0.532
894462,0.0221621,18.546394,17.337624,16.783539,16.5367,16.120926,-99.9,9.222,-0.765
781455,0.0221605,16.98322,15.263278,14.476249,14.087299,13.856261,-99.9,10.38,-0.927
865378,0.0221581,18.886425,18.043877,17.299955,17.089365,16.857319,-99.9,9.123,-0.893
617172,0.022158,16.09738,14.292907,13.4228945,12.9708185,12.688744,-99.9,11.032,0.505
782593,0.022158,19.507929,17.911663,17.22386,16.92677,16.843115,-99.9,9.007,-1.122
781866,0.0221545,17.867916,16.082294,15.434616,15.161007,15.119701,-99.9,10.189,-1.87
884980,0.0221542,19.22419,17.907055,17.252153,16.932133,16.667273,-99.9,8.986,-1.044
617638,0.022149,19.167427,17.60761,16.907516,16.56891,16.29208,-99.9,9.266,-1.508
895804,0.0221453,17.057976,15.304921,14.501373,14.099392,13.822197,-99.9,10.455,-2.0
153787,0.022143,17.871656,16.239525,15.463809,15.089685,14.831972,-99.9,10.04,-2.961
701328,0.0221359,17.740574,16.022285,15.284315,14.922219,14.703692,-99.9,10.063,-1.01
804779,0.0221325,18.35386,16.912,16.158785,15.75566,15.5570965,-99.9,9.925,-1.285
124070,0.0221292,16.17223,14.038878,13.256486,12.884333,12.704723,-99.9,10.919,0.431
867552,0.0221267,17.079218,15.350378,14.551054,14.168171,13.927871,-99.9,10.406,-2.042
782486,0.0221251,19.255463,17.733456,17.056715,16.74506,16.548332,-99.9,9.075,-1.15
919219,0.022123,17.264154,15.347551,14.565077,14.175206,13.912722,-99.9,10.362,-1.875
274290,0.0221189,18.052073,16.979534,16.387737,16.124168,15.827348,-99.9,9.52,-0.759
772475,0.022117,17.296213,16.234766,15.860876,15.676083,15.527142,-99.9,9.37,-0.278
152584,0.022112,16.465137,14.938583,14.300706,13.905751,13.781257,-99.9,10.741,0.232
305096,0.0221012,18.229416,16.505438,15.77632,15.420783,15.171021,-99.9,9.939,-2.93
415419,0.0221005,17.66576,15.947577,15.129071,14.722975,14.443911,-99.9,10.226,-2.222
617028,0.0220996,16.68288,15.435457,14.825129,14.49068,14.256116,-99.9,10.226,-0.21
696628,0.0220991,19.520866,14.066711,13.308264,12.938345,12.988077,-99.9,10.894,-0.617
782404,0.0220906,18.249723,16.812946,16.093527,15.746209,15.505562,-99.9,9.785,-3.069
153907,0.0220901,16.599033,14.694821,13.865976,13.471404,13.1747055,-99.9,10.62,-0.127
127054,0.0220876,17.188328,15.889049,15.232297,14.9185705,14.691381,-99.9,9.938,-0.046
581899,0.0220851,17.845438,16.081882,15.292808,14.913248,14.651199,-99.9,10.081,-2.026
672467,0.0220791,18.726856,17.096773,16.355667,15.995022,15.724602,-99.9,9.64,-2.43
582376,0.0220784,18.236664,16.688313,15.977385,15.632787,15.401402,-99.9,9.72,-0.571
782294,0.0220754,16.675097,14.933231,14.169262,13.797619,13.573254,-99.9,10.639,0.385
781655,0.0220674,19.614048,17.76487,17.139357,16.85874,16.63922,-99.9,9.025,-0.867
121033,0.0220663,17.213669,15.877583,15.279165,14.979731,14.730633,-99.9,10.02,-0.469
118725,0.0220531,18.255243,17.030361,16.520525,16.29089,16.193834,-99.9,9.353,-0.813
778832,0.0220531,17.573132,15.599478,14.743595,14.304992,14.025263,-99.9,10.563,-0.654
544722,0.0220486,17.753744,15.889498,15.013054,14.532162,14.222716,-99.9,10.35,0.121
861889,0.0220444,16.50279,14.725977,13.909051,13.502621,13.225302,-99.9,10.726,-1.401
699971,0.0220437,17.958761,16.382113,15.6218815,15.256685,15.1401,-99.9,10.088,-3.135
884510,0.0220432,17.52425,15.850955,15.07174,14.691311,14.396841,-99.9,10.2,-2.26
118683,0.0220311,17.107115,15.404353,14.687126,14.344759,14.193649,-99.9,10.319,-0.649
870071,0.0220306,15.603796,13.8042145,13.168596,12.841295,12.7333555,-99.9,11.06,0.449
634160,0.0220262,16.509089,14.587507,13.760279,13.339607,13.074125,-99.9,10.654,-0.326
153870,0.0220223,16.570599,14.9364,14.25363,13.887987,13.683619,-99.9,10.65,-0.375
700208,0.0220221,16.284092,14.050102,13.236579,12.853666,12.784037,-99.9,10.901,0.109
884595,0.0220219,19.045395,17.261604,16.607908,16.290697,16.058954,-99.9,9.322,-0.87
782011,0.02202,18.873857,17.823702,17.11468,16.834608,16.598743,-99.9,9.398,-2.323
565204,0.022018,17.021587,15.472132,14.962278,14.712402,14.861422,-99.9,9.954,-0.302
696747,0.0220157,18.899805,16.911995,16.471916,16.29305,17.112793,-99.9,9.23,-0.838
701330,0.0220141,18.171501,16.539597,15.795375,15.399842,15.176164,-99.9,9.733,-2.115
782031,0.0220108,19.131584,17.482897,16.779398,16.434925,16.149769,-99.9,9.353,-1.76
782067,0.0220094,18.002388,16.209297,15.441176,15.0672245,14.8078,-99.9,10.029,-2.854
779317,0.0220086,16.927818,15.1129465,14.296523,13.881144,13.589179,-99.9,10.521,-1.374
339619,0.0220054,16.556519,15.304044,14.737733,14.436429,14.288,-99.9,10.195,-0.135
617136,0.0220049,17.85668,16.70006,16.233732,15.969879,15.813952,-99.9,9.43,-0.784
864271,0.0220007,16.875618,15.267826,14.441048,14.025569,13.676384,-99.9,10.703,-0.805
274226,0.0219991,16.720116,15.10746,14.368172,14.00988,13.760368,-99.9,10.51,-0.478
629391,0.0219925,16.943851,15.207026,14.388272,13.989083,13.700213,-99.9,10.552,-1.024
672093,0.0219922,19.209063,17.80687,17.046875,16.676798,16.481432,-99.9,9.398,-2.512
629779,0.0219918,16.945019,15.15135,14.346074,13.955562,13.648762,-99.9,10.547,-2.034
540457,0.0219918,16.987118,15.405085,14.637658,14.250151,13.958434,-99.9,10.417,0.001
781102,0.0219895,16.711842,14.925322,14.20802,13.870002,13.689539,-99.9,10.555,-2.457
781152,0.0219893,18.53186,16.904112,16.171122,15.817118,15.566348,-99.9,9.579,-0.68
768818,0.0219892,17.122536,14.750547,13.900129,13.454115,13.257367,-99.9,10.804,0.201
806581,0.0219874,17.788797,16.479282,15.9013605,15.667945,15.452449,-99.9,9.561,-0.455
2439,0.0219766,17.854862,16.550291,16.011858,15.685948,15.504999,-99.9,9.746,-0.681
274892,0.0219754,16.255054,14.345174,13.577218,13.178656,12.982701,-99.9,10.785,-1.339
885340,0.0219725,16.50834,14.550201,13.775999,13.365321,13.127281,-99.9,10.706,-1.275
19273,0.0219651,19.626469,17.756287,17.01473,16.649525,16.80553,-99.9,9.31,-0.754
405574,0.0219626,16.990591,14.848235,14.0112705,13.591351,13.416273,-99.9,10.572,0.029
779403,0.021961,19.591555,18.436062,17.676203,17.281004,17.154709,-99.9,9.158,-4.059
885408,0.0219601,16.478115,14.687678,13.854746,13.435859,13.160523,-99.9,10.76,-2.249
602623,0.02196,18.139908,17.050013,16.52511,16.231546,16.291044,-99.9,9.406,-0.785
781935,0.0219598,19.187502,17.776226,17.034088,16.717638,16.488962,-99.9,9.172,-1.462
781575,0.0219566,19.878191,17.931223,17.245817,16.930103,16.775343,-99.9,9.069,-1.0
781525,0.0219525,17.198418,15.34628,14.522117,14.097401,13.788258,-99.9,10.436,-0.744
696741,0.0219445,17.38446,15.86209,15.271418,14.976216,15.014074,-99.9,9.943,-0.668
860907,0.0219426,17.424667,16.447226,15.948733,15.7863245,16.156458,-99.9,9.627,-0.542
782046,0.0219405,17.433987,15.631518,14.838099,14.415314,14.168236,-99.9,10.269,-1.321
152327,0.0219389,16.507175,14.743482,14.005288,13.655614,13.465148,-99.9,10.659,-0.01
701263,0.021933,19.044945,17.494734,16.796173,16.445448,16.276583,-99.9,9.258,-1.482
700023,0.0219318,20.776876,18.020288,17.336079,16.97678,16.84815,-99.9,9.036,-1.146
540689,0.0219309,18.644487,16.432373,15.545122,15.091721,14.983605,-99.9,10.503,-1.347
777168,0.02193,16.075636,14.306531,13.476992,13.065072,12.848432,-99.9,10.813,0.214
781412,0.0219219,18.407745,16.722122,15.986597,15.596355,15.428371,-99.9,9.86,-1.905
885103,0.0219219,16.29784,14.561068,13.778922,13.395701,13.117719,-99.9,10.693,-0.448
885349,0.0219219,17.419981,15.602983,14.806421,14.403084,14.130597,-99.9,10.285,-1.837
804714,0.0219219,17.459078,16.078156,15.394213,15.019284,14.7396,-99.9,10.045,-0.396
701153,0.0219215,18.016512,16.426205,15.658515,15.292053,15.0641575,-99.9,9.93,-2.412
131485,0.0219157,18.440722,16.871527,16.195625,15.879638,15.679511,-99.9,9.429,-0.408
780263,0.0219136,17.08174,15.184411,14.394374,14.012741,13.776221,-99.9,10.506,-1.515
885357,0.0219054,17.72481,16.079517,15.306013,14.907843,14.67309,-99.9,10.139,-2.833
772931,0.0218974,16.352901,14.64279,13.871305,13.488862,13.253021,-99.9,10.77,-0.053
826766,0.0218861,17.60927,15.87857,15.122378,14.761548,14.499433,-99.9,10.096,-2.451
701331,0.0218686,17.338453,15.579229,14.805923,14.436929,14.196656,-99.9,10.249,-0.877
864986,0.0218619,16.958267,15.472814,14.798143,14.442246,14.172303,-99.9,10.15,-0.335
616015,0.021861,17.72642,16.073532,15.326829,14.960094,14.7103815,-99.9,10.117,-3.008
779400,0.0218537,18.7813,17.358608,16.70795,16.379942,16.197805,-99.9,9.353,-1.027
671544,0.0218479,17.073977,15.286034,14.486632,14.088357,13.815,-99.9,10.361,-1.853
157542,0.0218472,17.877172,16.273602,15.553775,15.215631,14.95622,-99.9,9.732,-0.258
767795,0.0218447,17.22027,15.209508,14.393153,13.96381,13.736846,-99.9,10.473,-2.26
553912,0.0218424,16.169893,14.156876,13.329454,12.926657,12.728293,-99.9,10.888,-1.323
781148,0.0218392,19.451523,17.609259,16.967289,16.681541,16.50805,-99.9,9.202,-0.866
407189,0.0218387,17.932245,16.323109,15.58873,15.236292,14.972468,-99.9,9.921,-2.382
868926,0.0218387,16.97812,15.558127,14.97649,14.719609,14.61443,-99.9,10.082,-0.358
806050,0.0218364,17.616575,15.873881,15.11102,14.723433,14.503121,-99.9,10.12,-0.959
779338,0.0218293,18.621927,17.197248,16.48031,16.162535,15.915712,-99.9,9.372,-0.994
897631,0.0218208,16.5598,14.824502,14.032215,13.63611,13.389398,-99.9,10.522,-0.518
157496,0.0218197,17.822916,16.130386,15.34288,14.966209,14.7044325,-99.9,9.966,-0.87
782410,0.0218197,18.506203,17.428162,16.797615,16.540297,16.745325,-99.9,9.09,-0.706
625450,0.0218146,17.622921,15.882397,15.10836,14.731996,14.450045,-99.9,10.099,-0.725
774636,0.0218135,16.2814,14.362635,13.515842,13.107542,12.837687,-99.9,10.803,-0.446
406078,0.0218031,19.201199,18.016409,17.276722,16.948381,16.64056,-99.9,9.129,-1.264
890597,0.0218018,17.724422,15.717368,14.92413,14.514708,14.237872,-99.9,10.223,-0.998
919206,0.0218015,17.357872,15.171538,14.363161,13.952811,13.736473,-99.9,10.53,-0.819
616045,0.021801,17.095837,15.510586,14.767431,14.387943,14.117335,-99.9,10.365,-0.383
120998,0.0217949,16.474012,14.618601,13.784249,13.353564,13.087691,-99.9,10.78,-1.465
539996,0.021793,17.100044,15.695716,15.176165,14.911198,14.763726,-99.9,10.005,-0.379
126225,0.0217928,17.17136,15.359629,14.569069,14.203821,13.967821,-99.9,10.398,-2.572
701480,0.0217914,17.672415,15.775814,14.994763,14.627967,14.372959,-99.9,10.208,-2.6
701527,0.0217806,19.433834,18.001736,17.342943,17.03325,16.774227,-99.9,9.148,-1.036
157483,0.0217737,17.946774,16.612127,15.725854,15.350111,14.824214,-99.9,10.061,-0.354
776022,0.0217691,15.918362,13.919244,13.189398,12.782059,12.582242,-99.9,10.904,-0.872
782508,0.0217659,18.352127,16.833408,16.12063,15.764943,15.493445,-99.9,9.713,-2.735
582475,0.0217641,16.248844,14.360041,13.507463,13.128829,12.851564,-99.9,10.842,-0.491
131613,0.0217636,15.783496,13.900789,13.168212,12.790335,12.6405525,-99.9,11.011,0.336
804818,0.021759,17.690592,15.947002,15.130631,14.726273,14.410898,-99.9,10.206,-0.538
3963,0.0217585,17.049862,15.165892,14.35283,13.943527,13.674282,-99.9,10.513,-1.434
582508,0.0217556,17.501087,15.829548,15.056856,14.688625,14.418587,-99.9,10.225,-2.79
2435,0.0217454,18.328491,16.757046,16.042742,15.668498,15.426163,-99.9,9.81,-1.595
778848,0.0217402,17.394695,15.997945,15.507023,15.242214,15.140517,-99.9,9.735,-0.475
673028,0.0217386,16.134644,14.312849,13.745801,13.442341,13.2814,-99.9,10.624,0.237
700199,0.0217331,17.937723,16.418621,15.895821,15.563726,15.471635,-99.9,9.687,-0.786
782147,0.0217303,18.274336,17.048904,16.500303,16.217571,16.042673,-99.9,9.176,-0.791
778785,0.0217285,18.042059,16.318525,15.53097,15.148019,14.894208,-99.9,9.98,-3.009
862641,0.0217218,20.328577,17.879057,17.149328,16.794533,16.549046,-99.9,9.067,-1.054
629377,0.0217179,19.500895,17.497728,16.815153,16.527956,16.88817,-99.9,9.199,-1.291
896999,0.0217163,16.791626,14.99947,14.150584,13.718475,13.438381,-99.9,10.741,0.343
699919,0.0217055,16.684103,14.5985565,13.751036,13.335895,13.134058,-99.9,10.756,-0.626
13771,0.0217041,17.398418,15.678842,14.918328,14.543147,14.265083,-99.9,10.196,-1.02
629235,0.0217027,16.356092,14.644455,13.877838,13.496322,13.257475,-99.9,10.645,-0.917
805837,0.0217009,17.02502,15.309008,14.522382,14.128875,13.848096,-99.9,10.378,-1.537
884976,0.0216999,19.27959,17.85545,17.180914,16.792803,16.538704,-99.9,9.29,-1.584
804781,0.0216936,18.165937,16.598427,15.818452,15.441994,15.187248,-99.9,9.963,-2.403
336005,0.0216864,16.957201,15.243956,14.607528,14.279505,14.247718,-99.9,9.871,0.269
781180,0.0216841,18.590042,17.208422,16.507252,16.165224,15.96995,-99.9,9.612,-3.35
629262,0.0216816,17.468807,15.88186,15.15783,14.828405,14.64212,-99.9,9.947,-0.765
277455,0.0216779,17.245213,15.631206,14.866029,14.469484,14.228257,-99.9,10.316,-0.15
119045,0.0216745,16.51064,15.148376,14.694286,14.41485,14.460152,-99.9,10.159,-0.044
699941,0.0216706,18.344595,16.241278,15.475662,15.101133,14.987469,-99.9,10.028,-3.047
885376,0.0216662,17.727259,15.974033,15.188065,14.794734,14.54687,-99.9,10.177,-2.877
618652,0.0216616,16.918024,15.3595,14.576592,14.208805,13.968392,-99.9,10.445,-2.84
885573,0.021657,18.256195,16.561323,15.780777,15.402015,15.142137,-99.9,9.871,-2.447
20272,0.0216459,17.063377,15.582767,14.887419,14.534343,14.289232,-99.9,10.175,-0.343
868024,0.0216432,18.813017,17.630054,17.144833,16.906961,16.75504,-99.9,9.288,-0.681
549100,0.0216373,18.998047,17.557636,17.238777,17.109526,18.246218,-99.9,8.902,-0.87
405802,0.0216317,15.512258,13.659953,12.850799,12.450178,12.185973,-99.9,11.095,0.13
671650,0.021631,17.320015,15.982467,15.464324,15.426339,15.733215,-99.9,9.651,-0.439
